player1 - player2
(350, 50)
(300, 300)
(350, 100)
(350, 200)
(350, 250)
(300, 250)
(250, 200)
(350, 150)
(400, 200)
(400, 250)
(400, 300)
(350, 300)
(450, 200)
(450, 250)
(450, 300)
(450, 100)
(400, 150)
(450, 150)
(500, 100)
(400, 100)
(400, 50)
(300, 100)
(450, 50)
(250, 100)
(200, 150)
(300, 150)
(250, 150)
(200, 200)
(200, 250)
(150, 150)
(150, 250)
(100, 250)
(250, 250)
(100, 300)
(250, 300)
(200, 300)

